customer_name,opportunity_id,customer_id,Product,qty,price,Earliest_Year,Latest_Year,cluster_class,cluster_class_name,Web_act1_time_bckt1,Web_act1_time_bckt2,Web_act1_time_bckt3,Web_act1_time_bckt4,Web_act1_time_bckt5,Web_act2_time_bckt1,Web_act2_time_bckt2,Web_act2_time_bckt3,Web_act2_time_bckt4,Web_act2_time_bckt5,Web_act3_time_bckt1,Web_act3_time_bckt2,Web_act3_time_bckt3,Web_act3_time_bckt4,Web_act3_time_bckt5,num_support_req_time_bckt1,num_support_req_time_bckt2,num_support_req_time_bckt3,num_support_req_time_bckt4,num_support_req_time_bckt5,num_pos_chat_time_bckt1,num_pos_chat_time_bckt2,num_pos_chat_time_bckt3,num_pos_chat_time_bckt4,num_pos_chat_time_bckt5,num_neg_chat_time_bckt1,num_neg_chat_time_bckt2,num_neg_chat_time_bckt3,num_neg_chat_time_bckt4,num_neg_chat_time_bckt5,num_pos_email_time_bckt1,num_pos_email_time_bckt2,num_pos_email_time_bckt3,num_pos_email_time_bckt4,num_pos_email_time_bckt5,num_neg_email_time_bckt1,num_neg_email_time_bckt2,num_neg_email_time_bckt3,num_neg_email_time_bckt4,num_neg_email_time_bckt5,num_pos_tweets_time_bckt1,num_pos_tweets_time_bckt2,num_pos_tweets_time_bckt3,num_pos_tweets_time_bckt4,num_pos_tweets_time_bckt5,num_neg_tweets_time_bckt1,num_neg_tweets_time_bckt2,num_neg_tweets_time_bckt3,num_neg_tweets_time_bckt4,num_neg_tweets_time_bckt5,Revenue,num_days_ss1,num_days_ss2,num_days_ss3,num_days_ss4,num_days_ss5,num_days_ss6,current_ss,days_in_curr_ss,opentasks_time_bckt1,opentasks_time_bckt2,opentasks_time_bckt3,opentasks_time_bckt4,opentasks_time_bckt5,num_closed_tsk_time_bckt1,num_closed_tsk_time_bckt2,num_closed_tsk_time_bckt3,num_closed_tsk_time_bckt4,num_closed_tsk_time_bckt5,num_sp_pos_com_time_bckt1,num_sp_pos_com_time_bckt2,num_sp_pos_com_time_bckt3,num_sp_pos_com_time_bckt4,num_sp_pos_com_time_bckt5,num_sp_neg_com_time_bckt1,num_sp_neg_com_time_bckt2,num_sp_neg_com_time_bckt3,num_sp_neg_com_time_bckt4,num_sp_neg_com_time_bckt5,opportunity_value,OverAll_Sum_of_shipped_qty,OverAll_Sum_of_tot_net_amt,Number_of_periods_sold,Total_Periods_of_activity,% of time product sold,pred_run_date,distance_to_centroid,qfi_overall,qfi-web_intra,qfi-hd-intra,qfi-crm-intra,qfi-sh-intra,qfi-sm-intra,qfi-web-inter,qfi-hd-inter,qfi-crm-inter,qfi-sh-inter,qfi-sm-inter
BASF CORPORATION,10128,128,signtouch,11,395,200902,201507,4,MOST UNLIKELY,131,112,157,98,285,137,192,120,147,364,42,23,29,31,10,0,2,1,0,0,2,4,1,1,3,4,5,0,4,3,0,1,0,0,1,2,2,1,5,1,0,1,5,2,4,3,1,2,0,1,4345,16,29,14,0,0,0,3,14,1,0,1,0,3,2,2,1,1,0,3,1,1,1,1,3,3,1,1,5,4345,35,13825,78,77,1.01,,,,,,,,,,,,,
BASF CORPORATION,10128,128,signtouch,11,395,200902,201507,2,SWING,107,92,128,80,235,120,167,105,114,331,25,52,30,29,58,0,3,3,2,1,3,1,1,1,3,0,3,2,1,1,5,3,4,3,1,1,2,2,2,0,5,5,1,2,2,1,1,1,1,2,4345,16,29,14,0,0,0,3,14,1,0,1,0,3,2,2,1,1,0,3,1,1,1,1,3,3,1,1,5,4345,35,13825,78,77,1.01,,,,,,,,,,,,,
BASF CORPORATION,10128,128,signtouch,11,395,200611,201106,2,SWING,111,95,133,83,243,117,164,103,96,341,47,26,42,50,25,2,2,4,0,0,3,1,1,1,2,0,4,1,2,0,2,2,2,2,2,2,4,3,1,0,2,0,5,1,0,0,0,1,0,0,4345,16,29,14,0,0,0,3,14,1,0,1,0,3,2,2,1,1,0,3,1,1,1,1,3,3,1,1,5,4345,34,13430,33,55,0.6,,,,,,,,,,,,,
BASF CORPORATION,10128,128,signtouch,11,395,200611,201106,0,MOST LIKELY,86,74,103,65,189,90,126,79,101,234,40,43,20,47,58,3,0,2,0,0,1,1,1,3,0,1,0,2,0,0,0,4,0,3,0,0,0,0,1,1,1,0,0,4,1,1,1,4,4,0,4345,16,29,14,0,0,0,3,14,1,0,1,0,3,2,2,1,1,0,3,1,1,1,1,3,3,1,1,5,4345,34,13430,33,55,0.6,,,,,,,,,,,,,
BASF CORPORATION,10128,128,signtouch,11,395,200611,201106,4,MOST UNLIKELY,131,112,157,98,285,137,192,120,147,364,42,23,29,31,10,0,2,1,0,0,2,4,1,1,3,4,5,0,4,3,0,1,0,0,1,2,2,1,5,1,0,1,5,2,4,3,1,2,0,1,4345,16,29,14,0,0,0,3,14,1,0,1,0,3,2,2,1,1,0,3,1,1,1,1,3,3,1,1,5,4345,34,13430,33,55,0.6,,,,,,,,,,,,,
BASF CORPORATION,10128,128,signtouch,11,395,200611,201106,2,SWING,107,92,128,80,235,120,167,105,114,331,25,52,30,29,58,0,3,3,2,1,3,1,1,1,3,0,3,2,1,1,5,3,4,3,1,1,2,2,2,0,5,5,1,2,2,1,1,1,1,2,4345,16,29,14,0,0,0,3,14,1,0,1,0,3,2,2,1,1,0,3,1,1,1,1,3,3,1,1,5,4345,34,13430,33,55,0.6,,,,,,,,,,,,,
BASF CORPORATION,10128,128,signtouch,11,395,201105,201203,2,SWING,111,95,133,83,243,117,164,103,96,341,47,26,42,50,25,2,2,4,0,0,3,1,1,1,2,0,4,1,2,0,2,2,2,2,2,2,4,3,1,0,2,0,5,1,0,0,0,1,0,0,4345,16,29,14,0,0,0,3,14,1,0,1,0,3,2,2,1,1,0,3,1,1,1,1,3,3,1,1,5,4345,29,11455,8,10,0.8,,,,,,,,,,,,,
BASF CORPORATION,10128,128,signtouch,11,395,201105,201203,0,MOST LIKELY,86,74,103,65,189,90,126,79,101,234,40,43,20,47,58,3,0,2,0,0,1,1,1,3,0,1,0,2,0,0,0,4,0,3,0,0,0,0,1,1,1,0,0,4,1,1,1,4,4,0,4345,16,29,14,0,0,0,3,14,1,0,1,0,3,2,2,1,1,0,3,1,1,1,1,3,3,1,1,5,4345,29,11455,8,10,0.8,,,,,,,,,,,,,
BASF CORPORATION,10128,128,signtouch,11,395,201105,201203,4,MOST UNLIKELY,131,112,157,98,285,137,192,120,147,364,42,23,29,31,10,0,2,1,0,0,2,4,1,1,3,4,5,0,4,3,0,1,0,0,1,2,2,1,5,1,0,1,5,2,4,3,1,2,0,1,4345,16,29,14,0,0,0,3,14,1,0,1,0,3,2,2,1,1,0,3,1,1,1,1,3,3,1,1,5,4345,29,11455,8,10,0.8,,,,,,,,,,,,,
BASF CORPORATION,10128,128,signtouch,11,395,201105,201203,2,SWING,107,92,128,80,235,120,167,105,114,331,25,52,30,29,58,0,3,3,2,1,3,1,1,1,3,0,3,2,1,1,5,3,4,3,1,1,2,2,2,0,5,5,1,2,2,1,1,1,1,2,4345,16,29,14,0,0,0,3,14,1,0,1,0,3,2,2,1,1,0,3,1,1,1,1,3,3,1,1,5,4345,29,11455,8,10,0.8,,,,,,,,,,,,,
BASF CORPORATION,10129,129,solbam,20,85,200701,201506,2,SWING,111,95,133,83,243,117,164,103,96,341,47,26,42,50,25,2,2,4,0,0,3,1,1,1,2,0,4,1,2,0,2,2,2,2,2,2,4,3,1,0,2,0,5,1,0,0,0,1,0,0,1700,18,30,26,28,28,30,6,30,2,2,2,0,3,0,0,3,1,1,0,1,0,3,1,0,2,2,3,4,1700,62,5270,26,101,0.26,,,,,,,,,,,,,
BASF CORPORATION,10129,129,solbam,20,85,200701,201506,0,MOST LIKELY,86,74,103,65,189,90,126,79,101,234,40,43,20,47,58,3,0,2,0,0,1,1,1,3,0,1,0,2,0,0,0,4,0,3,0,0,0,0,1,1,1,0,0,4,1,1,1,4,4,0,1700,18,30,26,28,28,30,6,30,2,2,2,0,3,0,0,3,1,1,0,1,0,3,1,0,2,2,3,4,1700,62,5270,26,101,0.26,,,,,,,,,,,,,
BASF CORPORATION,10129,129,solbam,20,85,200701,201506,4,MOST UNLIKELY,131,112,157,98,285,137,192,120,147,364,42,23,29,31,10,0,2,1,0,0,2,4,1,1,3,4,5,0,4,3,0,1,0,0,1,2,2,1,5,1,0,1,5,2,4,3,1,2,0,1,1700,18,30,26,28,28,30,6,30,2,2,2,0,3,0,0,3,1,1,0,1,0,3,1,0,2,2,3,4,1700,62,5270,26,101,0.26,,,,,,,,,,,,,
BASF CORPORATION,10129,129,solbam,20,85,200701,201506,2,SWING,107,92,128,80,235,120,167,105,114,331,25,52,30,29,58,0,3,3,2,1,3,1,1,1,3,0,3,2,1,1,5,3,4,3,1,1,2,2,2,0,5,5,1,2,2,1,1,1,1,2,1700,18,30,26,28,28,30,6,30,2,2,2,0,3,0,0,3,1,1,0,1,0,3,1,0,2,2,3,4,1700,62,5270,26,101,0.26,,,,,,,,,,,,,
BASF CORPORATION,10129,129,solbam,20,85,200709,201507,2,SWING,111,95,133,83,243,117,164,103,96,341,47,26,42,50,25,2,2,4,0,0,3,1,1,1,2,0,4,1,2,0,2,2,2,2,2,2,4,3,1,0,2,0,5,1,0,0,0,1,0,0,1700,18,30,26,28,28,30,6,30,2,2,2,0,3,0,0,3,1,1,0,1,0,3,1,0,2,2,3,4,1700,54,4590,75,94,0.8,,,,,,,,,,,,,
BASF CORPORATION,10129,129,solbam,20,85,200709,201507,0,MOST LIKELY,86,74,103,65,189,90,126,79,101,234,40,43,20,47,58,3,0,2,0,0,1,1,1,3,0,1,0,2,0,0,0,4,0,3,0,0,0,0,1,1,1,0,0,4,1,1,1,4,4,0,1700,18,30,26,28,28,30,6,30,2,2,2,0,3,0,0,3,1,1,0,1,0,3,1,0,2,2,3,4,1700,54,4590,75,94,0.8,,,,,,,,,,,,,
BASF CORPORATION,10129,129,solbam,20,85,200709,201507,4,MOST UNLIKELY,131,112,157,98,285,137,192,120,147,364,42,23,29,31,10,0,2,1,0,0,2,4,1,1,3,4,5,0,4,3,0,1,0,0,1,2,2,1,5,1,0,1,5,2,4,3,1,2,0,1,1700,18,30,26,28,28,30,6,30,2,2,2,0,3,0,0,3,1,1,0,1,0,3,1,0,2,2,3,4,1700,54,4590,75,94,0.8,,,,,,,,,,,,,
BASF CORPORATION,10129,129,solbam,20,85,200709,201507,2,SWING,107,92,128,80,235,120,167,105,114,331,25,52,30,29,58,0,3,3,2,1,3,1,1,1,3,0,3,2,1,1,5,3,4,3,1,1,2,2,2,0,5,5,1,2,2,1,1,1,1,2,1700,18,30,26,28,28,30,6,30,2,2,2,0,3,0,0,3,1,1,0,1,0,3,1,0,2,2,3,4,1700,54,4590,75,94,0.8,,,,,,,,,,,,,
BASF CORPORATION,10129,129,solbam,20,85,201106,201208,2,SWING,111,95,133,83,243,117,164,103,96,341,47,26,42,50,25,2,2,4,0,0,3,1,1,1,2,0,4,1,2,0,2,2,2,2,2,2,4,3,1,0,2,0,5,1,0,0,0,1,0,0,1700,18,30,26,28,28,30,6,30,2,2,2,0,3,0,0,3,1,1,0,1,0,3,1,0,2,2,3,4,1700,60,5100,10,14,0.71,,,,,,,,,,,,,
BASF CORPORATION,10129,129,solbam,20,85,201106,201208,0,MOST LIKELY,86,74,103,65,189,90,126,79,101,234,40,43,20,47,58,3,0,2,0,0,1,1,1,3,0,1,0,2,0,0,0,4,0,3,0,0,0,0,1,1,1,0,0,4,1,1,1,4,4,0,1700,18,30,26,28,28,30,6,30,2,2,2,0,3,0,0,3,1,1,0,1,0,3,1,0,2,2,3,4,1700,60,5100,10,14,0.71,,,,,,,,,,,,,
BASF CORPORATION,10129,129,solbam,20,85,201106,201208,4,MOST UNLIKELY,131,112,157,98,285,137,192,120,147,364,42,23,29,31,10,0,2,1,0,0,2,4,1,1,3,4,5,0,4,3,0,1,0,0,1,2,2,1,5,1,0,1,5,2,4,3,1,2,0,1,1700,18,30,26,28,28,30,6,30,2,2,2,0,3,0,0,3,1,1,0,1,0,3,1,0,2,2,3,4,1700,60,5100,10,14,0.71,,,,,,,,,,,,,
BASF CORPORATION,10129,129,solbam,20,85,201106,201208,2,SWING,107,92,128,80,235,120,167,105,114,331,25,52,30,29,58,0,3,3,2,1,3,1,1,1,3,0,3,2,1,1,5,3,4,3,1,1,2,2,2,0,5,5,1,2,2,1,1,1,1,2,1700,18,30,26,28,28,30,6,30,2,2,2,0,3,0,0,3,1,1,0,1,0,3,1,0,2,2,3,4,1700,60,5100,10,14,0.71,,,,,,,,,,,,,
BASF CORPORATION,10129,129,solbam,20,85,201106,201402,2,SWING,111,95,133,83,243,117,164,103,96,341,47,26,42,50,25,2,2,4,0,0,3,1,1,1,2,0,4,1,2,0,2,2,2,2,2,2,4,3,1,0,2,0,5,1,0,0,0,1,0,0,1700,18,30,26,28,28,30,6,30,2,2,2,0,3,0,0,3,1,1,0,1,0,3,1,0,2,2,3,4,1700,66,5610,20,32,0.63,,,,,,,,,,,,,
BASF CORPORATION,10129,129,solbam,20,85,201106,201402,0,MOST LIKELY,86,74,103,65,189,90,126,79,101,234,40,43,20,47,58,3,0,2,0,0,1,1,1,3,0,1,0,2,0,0,0,4,0,3,0,0,0,0,1,1,1,0,0,4,1,1,1,4,4,0,1700,18,30,26,28,28,30,6,30,2,2,2,0,3,0,0,3,1,1,0,1,0,3,1,0,2,2,3,4,1700,66,5610,20,32,0.63,,,,,,,,,,,,,
BASF CORPORATION,10129,129,solbam,20,85,201106,201402,4,MOST UNLIKELY,131,112,157,98,285,137,192,120,147,364,42,23,29,31,10,0,2,1,0,0,2,4,1,1,3,4,5,0,4,3,0,1,0,0,1,2,2,1,5,1,0,1,5,2,4,3,1,2,0,1,1700,18,30,26,28,28,30,6,30,2,2,2,0,3,0,0,3,1,1,0,1,0,3,1,0,2,2,3,4,1700,66,5610,20,32,0.63,,,,,,,,,,,,,
BASF CORPORATION,10129,129,solbam,20,85,201106,201402,2,SWING,107,92,128,80,235,120,167,105,114,331,25,52,30,29,58,0,3,3,2,1,3,1,1,1,3,0,3,2,1,1,5,3,4,3,1,1,2,2,2,0,5,5,1,2,2,1,1,1,1,2,1700,18,30,26,28,28,30,6,30,2,2,2,0,3,0,0,3,1,1,0,1,0,3,1,0,2,2,3,4,1700,66,5610,20,32,0.63,,,,,,,,,,,,,
BASF CORPORATION,10130,130,mathstring,10,195,201010,201306,2,SWING,111,95,133,83,243,117,164,103,96,341,47,26,42,50,25,2,2,4,0,0,3,1,1,1,2,0,4,1,2,0,2,2,2,2,2,2,4,3,1,0,2,0,5,1,0,0,0,1,0,0,1950,20,28,13,27,24,18,6,18,3,1,2,2,0,0,3,2,3,2,1,0,3,1,1,2,1,2,0,4,1950,74,14430,32,32,1,,,,,,,,,,,,,
BASF CORPORATION,10130,130,mathstring,10,195,201010,201306,0,MOST LIKELY,86,74,103,65,189,90,126,79,101,234,40,43,20,47,58,3,0,2,0,0,1,1,1,3,0,1,0,2,0,0,0,4,0,3,0,0,0,0,1,1,1,0,0,4,1,1,1,4,4,0,1950,20,28,13,27,24,18,6,18,3,1,2,2,0,0,3,2,3,2,1,0,3,1,1,2,1,2,0,4,1950,74,14430,32,32,1,,,,,,,,,,,,,
BASF CORPORATION,10130,130,mathstring,10,195,201010,201306,4,MOST UNLIKELY,131,112,157,98,285,137,192,120,147,364,42,23,29,31,10,0,2,1,0,0,2,4,1,1,3,4,5,0,4,3,0,1,0,0,1,2,2,1,5,1,0,1,5,2,4,3,1,2,0,1,1950,20,28,13,27,24,18,6,18,3,1,2,2,0,0,3,2,3,2,1,0,3,1,1,2,1,2,0,4,1950,74,14430,32,32,1,,,,,,,,,,,,,
BASF CORPORATION,10130,130,mathstring,10,195,201010,201306,2,SWING,107,92,128,80,235,120,167,105,114,331,25,52,30,29,58,0,3,3,2,1,3,1,1,1,3,0,3,2,1,1,5,3,4,3,1,1,2,2,2,0,5,5,1,2,2,1,1,1,1,2,1950,20,28,13,27,24,18,6,18,3,1,2,2,0,0,3,2,3,2,1,0,3,1,1,2,1,2,0,4,1950,74,14430,32,32,1,,,,,,,,,,,,,
BASF CORPORATION,10130,130,mathstring,10,195,200806,201311,2,SWING,111,95,133,83,243,117,164,103,96,341,47,26,42,50,25,2,2,4,0,0,3,1,1,1,2,0,4,1,2,0,2,2,2,2,2,2,4,3,1,0,2,0,5,1,0,0,0,1,0,0,1950,20,28,13,27,24,18,6,18,3,1,2,2,0,0,3,2,3,2,1,0,3,1,1,2,1,2,0,4,1950,31,6045,43,65,0.66,,,,,,,,,,,,,
BASF CORPORATION,10130,130,mathstring,10,195,200806,201311,0,MOST LIKELY,86,74,103,65,189,90,126,79,101,234,40,43,20,47,58,3,0,2,0,0,1,1,1,3,0,1,0,2,0,0,0,4,0,3,0,0,0,0,1,1,1,0,0,4,1,1,1,4,4,0,1950,20,28,13,27,24,18,6,18,3,1,2,2,0,0,3,2,3,2,1,0,3,1,1,2,1,2,0,4,1950,31,6045,43,65,0.66,,,,,,,,,,,,,
BASF CORPORATION,10130,130,mathstring,10,195,200806,201311,4,MOST UNLIKELY,131,112,157,98,285,137,192,120,147,364,42,23,29,31,10,0,2,1,0,0,2,4,1,1,3,4,5,0,4,3,0,1,0,0,1,2,2,1,5,1,0,1,5,2,4,3,1,2,0,1,1950,20,28,13,27,24,18,6,18,3,1,2,2,0,0,3,2,3,2,1,0,3,1,1,2,1,2,0,4,1950,31,6045,43,65,0.66,,,,,,,,,,,,,
BASF CORPORATION,10130,130,mathstring,10,195,200806,201311,2,SWING,107,92,128,80,235,120,167,105,114,331,25,52,30,29,58,0,3,3,2,1,3,1,1,1,3,0,3,2,1,1,5,3,4,3,1,1,2,2,2,0,5,5,1,2,2,1,1,1,1,2,1950,20,28,13,27,24,18,6,18,3,1,2,2,0,0,3,2,3,2,1,0,3,1,1,2,1,2,0,4,1950,31,6045,43,65,0.66,,,,,,,,,,,,,
BASF CORPORATION,10130,130,mathstring,10,195,200602,201406,2,SWING,111,95,133,83,243,117,164,103,96,341,47,26,42,50,25,2,2,4,0,0,3,1,1,1,2,0,4,1,2,0,2,2,2,2,2,2,4,3,1,0,2,0,5,1,0,0,0,1,0,0,1950,20,28,13,27,24,18,6,18,3,1,2,2,0,0,3,2,3,2,1,0,3,1,1,2,1,2,0,4,1950,33,6435,34,100,0.34,,,,,,,,,,,,,
BASF CORPORATION,10130,130,mathstring,10,195,200602,201406,0,MOST LIKELY,86,74,103,65,189,90,126,79,101,234,40,43,20,47,58,3,0,2,0,0,1,1,1,3,0,1,0,2,0,0,0,4,0,3,0,0,0,0,1,1,1,0,0,4,1,1,1,4,4,0,1950,20,28,13,27,24,18,6,18,3,1,2,2,0,0,3,2,3,2,1,0,3,1,1,2,1,2,0,4,1950,33,6435,34,100,0.34,,,,,,,,,,,,,
BASF CORPORATION,10130,130,mathstring,10,195,200602,201406,4,MOST UNLIKELY,131,112,157,98,285,137,192,120,147,364,42,23,29,31,10,0,2,1,0,0,2,4,1,1,3,4,5,0,4,3,0,1,0,0,1,2,2,1,5,1,0,1,5,2,4,3,1,2,0,1,1950,20,28,13,27,24,18,6,18,3,1,2,2,0,0,3,2,3,2,1,0,3,1,1,2,1,2,0,4,1950,33,6435,34,100,0.34,,,,,,,,,,,,,
BASF CORPORATION,10130,130,mathstring,10,195,200602,201406,2,SWING,107,92,128,80,235,120,167,105,114,331,25,52,30,29,58,0,3,3,2,1,3,1,1,1,3,0,3,2,1,1,5,3,4,3,1,1,2,2,2,0,5,5,1,2,2,1,1,1,1,2,1950,20,28,13,27,24,18,6,18,3,1,2,2,0,0,3,2,3,2,1,0,3,1,1,2,1,2,0,4,1950,33,6435,34,100,0.34,,,,,,,,,,,,,
BASF CORPORATION,10130,130,mathstring,10,195,200705,201302,2,SWING,111,95,133,83,243,117,164,103,96,341,47,26,42,50,25,2,2,4,0,0,3,1,1,1,2,0,4,1,2,0,2,2,2,2,2,2,4,3,1,0,2,0,5,1,0,0,0,1,0,0,1950,20,28,13,27,24,18,6,18,3,1,2,2,0,0,3,2,3,2,1,0,3,1,1,2,1,2,0,4,1950,81,15795,43,69,0.62,,,,,,,,,,,,,
BASF CORPORATION,10130,130,mathstring,10,195,200705,201302,0,MOST LIKELY,86,74,103,65,189,90,126,79,101,234,40,43,20,47,58,3,0,2,0,0,1,1,1,3,0,1,0,2,0,0,0,4,0,3,0,0,0,0,1,1,1,0,0,4,1,1,1,4,4,0,1950,20,28,13,27,24,18,6,18,3,1,2,2,0,0,3,2,3,2,1,0,3,1,1,2,1,2,0,4,1950,81,15795,43,69,0.62,,,,,,,,,,,,,
BASF CORPORATION,10130,130,mathstring,10,195,200705,201302,4,MOST UNLIKELY,131,112,157,98,285,137,192,120,147,364,42,23,29,31,10,0,2,1,0,0,2,4,1,1,3,4,5,0,4,3,0,1,0,0,1,2,2,1,5,1,0,1,5,2,4,3,1,2,0,1,1950,20,28,13,27,24,18,6,18,3,1,2,2,0,0,3,2,3,2,1,0,3,1,1,2,1,2,0,4,1950,81,15795,43,69,0.62,,,,,,,,,,,,,
BASF CORPORATION,10130,130,mathstring,10,195,200705,201302,2,SWING,107,92,128,80,235,120,167,105,114,331,25,52,30,29,58,0,3,3,2,1,3,1,1,1,3,0,3,2,1,1,5,3,4,3,1,1,2,2,2,0,5,5,1,2,2,1,1,1,1,2,1950,20,28,13,27,24,18,6,18,3,1,2,2,0,0,3,2,3,2,1,0,3,1,1,2,1,2,0,4,1950,81,15795,43,69,0.62,,,,,,,,,,,,,
BAYER ADVANCED A BUSINESS UNIT,10131,131,mathstring,14,195,200601,201201,3,SOMEWHAT UNLIKELY,102,87,122,77,224,112,156,98,90,325,22,71,12,30,19,1,0,1,2,0,0,1,2,1,3,1,3,0,1,1,2,0,5,2,0,2,1,1,0,2,1,0,0,2,1,1,1,2,2,1,2730,20,24,10,0,0,0,3,10,1,1,3,1,1,0,1,2,1,3,1,1,1,2,5,1,0,1,2,5,2730,100,19500,63,72,0.88,,,,,,,,,,,,,
BAYER CROPSCIENCE LP,10132,132,labfax,9,495,201108,201507,0,MOST LIKELY,68,58,81,51,148,78,109,68,93,197,23,15,30,34,30,3,0,4,3,2,4,4,5,4,0,1,1,0,0,1,3,1,1,0,1,2,1,1,1,1,1,3,1,2,1,0,1,1,3,1,4455,22,24,29,18,25,11,6,11,0,3,3,1,2,0,0,3,2,4,1,0,1,2,1,0,3,1,1,2,4455,45,22275,46,47,0.98,,,,,,,,,,,,,
BAYER ENVIRONMENTAL SCIENCE,10133,133,apstring,17,90,200708,201309,3,SOMEWHAT UNLIKELY,90,77,108,67,197,93,130,81,111,233,46,38,6,12,15,0,5,2,3,2,3,3,3,2,0,2,2,5,3,1,3,0,1,1,1,2,4,0,3,0,0,2,2,0,0,3,3,1,0,1,1530,28,17,16,15,0,0,4,15,1,0,3,2,2,3,3,0,1,1,3,3,3,2,3,0,0,2,3,4,1530,90,8100,68,73,0.93,,,,,,,,,,,,,
"BAYER HEALTHCARE LLC, ANIMAL HEALTH DIVISION",10134,134,labfax,6,495,201106,201106,3,SOMEWHAT UNLIKELY,122,105,147,92,268,126,176,110,122,345,48,25,29,49,44,1,2,1,1,3,4,0,4,1,2,1,0,2,1,2,1,0,2,1,1,1,0,4,0,4,2,5,2,0,2,0,0,5,2,0,2970,25,27,27,27,12,14,6,14,2,1,0,1,0,3,3,2,2,2,1,0,1,1,3,0,1,2,1,5,2970,61,30195,1,0,1,,,,,,,,,,,,,
"BECKER MICROBIAL PRODUCTS, INC.",10135,135,Voyalight,19,150,200711,201501,3,SOMEWHAT UNLIKELY,98,84,118,74,215,107,150,94,89,311,14,64,16,37,13,1,2,1,1,2,5,2,4,2,4,1,1,4,2,3,1,1,0,3,3,3,0,3,1,1,4,1,2,2,1,0,4,2,2,2,2850,18,14,17,13,17,27,6,27,0,3,0,1,3,1,0,1,0,4,0,3,0,0,5,1,1,2,0,1,2850,48,7200,45,86,0.52,,,,,,,,,,,,,
"BECKER UNDERWOOD, INC.*",10136,136,apstring,7,90,200812,201307,0,MOST LIKELY,97,83,116,73,211,104,145,91,122,263,29,34,29,43,23,1,2,1,0,3,2,5,1,1,0,0,2,0,2,0,0,1,1,3,1,0,2,3,1,0,2,1,1,1,3,4,1,1,3,2,630,17,27,26,16,0,0,4,16,0,1,3,1,0,0,1,1,0,5,1,1,1,2,3,2,3,0,1,5,630,45,4050,5,55,0.09,,,,,,,,,,,,,
BECKETT CORPORATION,10137,137,mathstring,12,195,201010,201110,3,SOMEWHAT UNLIKELY,130,111,155,97,284,126,176,110,108,360,13,30,19,56,32,3,1,1,2,1,2,0,0,2,2,0,0,4,1,2,1,1,1,0,5,1,5,3,0,0,2,0,1,1,2,3,0,1,0,1,2340,12,27,28,0,0,0,3,28,2,2,0,2,0,0,3,2,3,2,2,3,0,0,0,2,1,2,2,2,2340,83,16185,5,12,0.42,,,,,,,,,,,,,
"BEDOUKIAN RESEARCH, INC.",10138,138,apstring,16,90,200712,201507,0,MOST LIKELY,66,56,79,49,143,80,112,70,98,198,48,18,7,33,20,2,3,5,1,2,1,0,1,1,2,4,2,0,2,1,2,3,2,1,1,5,1,2,2,1,1,1,2,2,3,4,0,5,0,3,1440,18,27,27,13,14,10,6,10,3,2,3,2,2,3,0,2,1,4,1,2,0,2,3,1,0,0,3,4,1440,88,7920,11,91,0.12,,,,,,,,,,,,,
"BELL LABORATORIES, INC.",10139,139,apstring,12,90,201108,201308,0,MOST LIKELY,63,54,76,47,138,77,108,67,62,225,19,75,23,7,46,1,2,0,1,2,2,2,2,2,5,2,2,1,0,0,3,0,1,0,0,1,1,2,2,2,2,1,1,1,1,1,1,5,3,2,1080,10,20,29,13,30,0,5,30,0,3,0,2,1,2,3,2,2,1,2,3,1,0,1,2,1,3,2,3,1080,96,8640,12,24,0.5,,,,,,,,,,,,,
"BELL LABORATORIES, INC. D/B/A MOTOMCO",10140,140,labfax,10,495,201103,201507,3,SOMEWHAT UNLIKELY,121,103,145,91,264,125,175,110,101,366,22,32,50,23,8,1,0,0,1,4,1,2,3,1,2,0,0,3,1,2,2,2,2,2,4,3,1,1,0,1,2,0,2,5,0,1,2,3,2,0,4950,19,12,29,12,30,13,6,13,0,3,3,0,5,0,0,3,0,3,0,2,0,1,4,2,1,0,3,5,4950,82,40590,53,52,1.02,,,,,,,,,,,,,
"BELL PERFORMANCE, INC.",10141,141,Voyalight,7,150,200601,201507,3,SOMEWHAT UNLIKELY,129,111,155,97,282,128,179,112,109,367,43,34,31,38,48,4,0,4,1,2,3,5,2,3,2,1,1,1,0,1,2,5,0,0,3,2,2,4,1,0,1,1,1,1,1,3,5,0,2,1,1050,13,14,21,18,0,0,4,18,2,1,2,2,2,2,1,0,0,4,1,0,2,1,4,3,1,0,0,0,1050,45,6750,115,114,1.01,,,,,,,,,,,,,
BENCO DENTAL SUPPLY COMPANY,10142,142,openfix,9,295,201202,201202,3,SOMEWHAT UNLIKELY,90,77,108,67,196,103,145,90,96,289,36,41,22,21,44,0,1,0,5,1,1,1,1,3,2,4,2,0,1,2,0,4,0,2,1,2,0,2,2,5,2,0,4,1,4,2,2,2,5,3,2655,16,19,0,0,0,0,2,19,2,0,2,1,4,1,1,0,0,5,1,3,3,1,2,1,0,1,0,0,2655,50,14750,1,0,1,,,,,,,,,,,,,
